"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"1","2021-01-01"," 10:15:00","2021-01-01"," 15:15:00","","","","","","","20.41","-1716.00"
"1.1","2021-01-01"," 12:45:00","2021-01-01"," 15:15:00","CE","13700","Buy","130","358.10","351.85","","-812.50"
"1.2","2021-01-01"," 11:52:00","2021-01-01"," 15:15:00","PE","14350","Buy","130","335.65","328.70","","-903.50"
"2","2021-01-04"," 10:15:00","2021-01-04"," 15:15:00","","","","","","","19.86","3289.00"
"2.1","2021-01-04"," 13:31:00","2021-01-04"," 15:15:00","CE","13750","Buy","130","365.00","390.30","","3289.00"
"3","2021-01-05"," 10:15:00","2021-01-05"," 15:15:00","","","","","","","20.80","10107.50"
"3.1","2021-01-05"," 11:22:00","2021-01-05"," 15:15:00","CE","13750","Buy","130","378.00","455.75","","10107.50"
"4","2021-01-06"," 10:15:00","2021-01-06"," 15:15:00","","","","","","","20.86","5707.00"
"4.1","2021-01-06"," 11:58:00","2021-01-06"," 15:15:00","PE","14550","Buy","130","345.10","389.00","","5707.00"
"5","2021-01-07"," 10:15:00","2021-01-07"," 15:15:00","","","","","","","20.40","-318.50"
"5.1","2021-01-07"," 12:45:00","2021-01-07"," 13:36:00","CE","13850","Buy","130","364.15","334.15","","-3900.00"
"5.2","2021-01-07"," 13:39:00","2021-01-07"," 15:15:00","PE","14550","Buy","130","379.65","407.20","","3581.50"
"6","2021-01-08"," 10:15:00","2021-01-08"," 15:15:00","","","","","","","20.18","6591.00"
"6.1","2021-01-08"," 11:54:00","2021-01-08"," 15:15:00","CE","13950","Buy","130","368.30","419.00","","6591.00"
"7","2021-01-11"," 10:15:00","2021-01-11"," 15:15:00","","","","","","","22.38","2080.00"
"7.1","2021-01-11"," 13:22:00","2021-01-11"," 15:15:00","CE","14100","Buy","130","368.00","384.00","","2080.00"
"8","2021-01-12"," 10:15:00","2021-01-12"," 15:15:00","","","","","","","22.98","11381.50"
"8.1","2021-01-12"," 11:15:00","2021-01-12"," 15:15:00","CE","14100","Buy","130","396.05","483.60","","11381.50"
"9","2021-01-13"," 10:15:00","2021-01-13"," 15:15:00","","","","","","","23.30","-377.00"
"9.1","2021-01-13"," 11:24:00","2021-01-13"," 15:15:00","PE","14950","Buy","130","368.25","365.35","","-377.00"
"10","2021-01-14"," 10:15:00","2021-01-14"," 15:15:00","","","","","","","23.52","1196.00"
"10.1","2021-01-14"," 11:27:00","2021-01-14"," 15:15:00","CE","14150","Buy","130","429.15","438.35","","1196.00"
"11","2021-01-15"," 10:15:00","2021-01-15"," 15:15:00","","","","","","","23.74","-5707.00"
"11.1","2021-01-15"," 11:24:00","2021-01-15"," 11:46:00","PE","14850","Buy","130","408.15","364.25","","-5707.00"
"12","2021-01-18"," 10:15:00","2021-01-18"," 15:15:00","","","","","","","25.29","-3900.00"
"12.1","2021-01-18"," 11:18:00","2021-01-18"," 11:29:00","CE","14050","Buy","130","347.00","317.00","","-3900.00"
"13","2021-01-19"," 10:15:00","2021-01-19"," 15:15:00","","","","","","","23.63","10926.50"
"13.1","2021-01-19"," 11:49:00","2021-01-19"," 15:15:00","CE","14100","Buy","130","384.95","469.00","","10926.50"
"14","2021-01-20"," 10:15:00","2021-01-20"," 15:15:00","","","","","","","22.61","-1384.50"
"14.1","2021-01-20"," 13:45:00","2021-01-20"," 15:15:00","CE","14200","Buy","130","428.65","448.00","","2515.50"
"14.2","2021-01-20"," 12:31:00","2021-01-20"," 12:55:00","PE","14900","Buy","130","322.35","292.35","","-3900.00"
"15","2021-01-21"," 10:15:00","2021-01-21"," 15:15:00","","","","","","","20.84","14150.50"
"15.1","2021-01-21"," 11:16:00","2021-01-21"," 14:15:00","CE","14350","Buy","130","386.60","356.60","","-3900.00"
"15.2","2021-01-21"," 14:12:00","2021-01-21"," 15:15:00","PE","15100","Buy","130","377.15","516.00","","18050.50"
"16","2021-01-22"," 10:15:00","2021-01-22"," 15:15:00","","","","","","","21.83","-3900.00"
"16.1","2021-01-22"," 11:17:00","2021-01-22"," 11:56:00","PE","14950","Buy","130","482.00","452.00","","-3900.00"
"17","2021-01-25"," 10:15:00","2021-01-25"," 15:15:00","","","","","","","23.18","-3900.00"
"17.1","2021-01-25"," 11:23:00","2021-01-25"," 12:41:00","PE","14700","Buy","130","355.00","325.00","","-3900.00"
"18","2021-01-27"," 10:15:00","2021-01-27"," 15:15:00","","","","","","","23.86","13734.50"
"18.1","2021-01-27"," 11:27:00","2021-01-27"," 11:38:00","CE","13800","Buy","130","373.00","343.00","","-3900.00"
"18.2","2021-01-27"," 11:41:00","2021-01-27"," 15:15:00","PE","14500","Buy","130","386.60","522.25","","17634.50"
"19","2021-01-28"," 10:15:00","2021-01-28"," 15:15:00","","","","","","","24.01","-3900.00"
"19.1","2021-01-28"," 12:09:00","2021-01-28"," 13:31:00","PE","14200","Buy","130","391.75","361.75","","-3900.00"
"20","2021-01-29"," 10:15:00","2021-01-29"," 15:15:00","","","","","","","24.75","-3900.00"
"20.1","2021-01-29"," 12:06:00","2021-01-29"," 12:28:00","PE","14100","Buy","130","418.25","388.25","","-3900.00"
"21","2021-02-01"," 10:15:00","2021-02-01"," 15:15:00","","","","","","","24.95","-3900.00"
"21.1","2021-02-01"," 11:21:00","2021-02-01"," 12:16:00","CE","13500","Buy","130","404.35","374.35","","-3900.00"
"22","2021-02-02"," 10:15:00","2021-02-02"," 15:15:00","","","","","","","23.34","-3900.00"
"22.1","2021-02-02"," 14:21:00","2021-02-02"," 14:51:00","CE","14350","Buy","130","333.00","303.00","","-3900.00"
"23","2021-02-03"," 10:15:00","2021-02-03"," 15:15:00","","","","","","","23.65","-3900.00"
"23.1","2021-02-03"," 11:22:00","2021-02-03"," 14:53:00","CE","14400","Buy","130","416.60","386.60","","-3900.00"
"24","2021-02-04"," 10:15:00","2021-02-04"," 15:15:00","","","","","","","23.21","13045.50"
"24.1","2021-02-04"," 11:16:00","2021-02-04"," 15:15:00","CE","14400","Buy","130","387.15","487.50","","13045.50"
"25","2021-02-05"," 10:15:00","2021-02-05"," 15:15:00","","","","","","","23.65","-3900.00"
"25.1","2021-02-05"," 11:31:00","2021-02-05"," 13:18:00","CE","14650","Buy","130","355.15","325.15","","-3900.00"
"26","2021-02-08"," 10:15:00","2021-02-08"," 15:15:00","","","","","","","23.96","-5258.50"
"26.1","2021-02-08"," 13:57:00","2021-02-08"," 15:15:00","CE","14800","Buy","130","359.90","349.45","","-1358.50"
"26.2","2021-02-08"," 12:10:00","2021-02-08"," 13:57:00","PE","15450","Buy","130","375.55","345.55","","-3900.00"
"27","2021-02-09"," 10:15:00","2021-02-09"," 15:15:00","","","","","","","23.79","2119.00"
"27.1","2021-02-09"," 11:17:00","2021-02-09"," 14:46:00","CE","14850","Buy","130","389.85","359.85","","-3900.00"
"27.2","2021-02-09"," 14:47:00","2021-02-09"," 15:15:00","PE","15500","Buy","130","353.65","399.95","","6019.00"
"28","2021-02-10"," 10:15:00","2021-02-10"," 14:11:00","","","","","","","24.66","-7800.00"
"28.1","2021-02-10"," 11:22:00","2021-02-10"," 13:33:00","CE","14750","Buy","130","340.60","310.60","","-3900.00"
"28.2","2021-02-10"," 13:43:00","2021-02-10"," 14:11:00","PE","15400","Buy","130","395.10","365.10","","-3900.00"
"29","2021-02-11"," 10:15:00","2021-02-11"," 15:15:00","","","","","","","23.68","-3932.50"
"29.1","2021-02-11"," 14:25:00","2021-02-11"," 15:15:00","CE","14800","Buy","130","368.05","367.80","","-32.50"
"29.2","2021-02-11"," 11:16:00","2021-02-11"," 12:32:00","PE","15500","Buy","130","376.35","346.35","","-3900.00"
"30","2021-02-12"," 10:15:00","2021-02-12"," 15:15:00","","","","","","","22.55","-1664.00"
"30.1","2021-02-12"," 11:15:00","2021-02-12"," 12:15:00","CE","14900","Buy","130","363.85","333.85","","-3900.00"
"30.2","2021-02-12"," 13:42:00","2021-02-12"," 15:15:00","PE","15500","Buy","130","342.80","360.00","","2236.00"
"31","2021-02-15"," 10:15:00","2021-02-15"," 15:15:00","","","","","","","21.79","-2996.50"
"31.1","2021-02-15"," 13:02:00","2021-02-15"," 15:15:00","CE","14950","Buy","130","389.05","396.00","","903.50"
"31.2","2021-02-15"," 14:16:00","2021-02-15"," 14:22:00","PE","15600","Buy","130","325.00","295.00","","-3900.00"
"32","2021-02-16"," 10:15:00","2021-02-16"," 15:15:00","","","","","","","21.79","9503.00"
"32.1","2021-02-16"," 11:16:00","2021-02-16"," 15:15:00","PE","15750","Buy","130","360.00","433.10","","9503.00"
"33","2021-02-17"," 10:15:00","2021-02-17"," 13:21:00","","","","","","","21.23","-8047.00"
"33.1","2021-02-17"," 12:37:00","2021-02-17"," 12:49:00","CE","14900","Buy","130","419.50","387.60","","-4147.00"
"33.2","2021-02-17"," 13:05:00","2021-02-17"," 13:21:00","PE","15600","Buy","130","382.20","352.20","","-3900.00"
"34","2021-02-18"," 10:15:00","2021-02-18"," 15:15:00","","","","","","","21.46","12779.00"
"34.1","2021-02-18"," 11:16:00","2021-02-18"," 15:15:00","PE","15550","Buy","130","325.50","423.80","","12779.00"
"35","2021-02-19"," 10:15:00","2021-02-19"," 15:15:00","","","","","","","21.53","-3900.00"
"35.1","2021-02-19"," 11:16:00","2021-02-19"," 11:50:00","PE","15450","Buy","130","411.60","381.60","","-3900.00"
"36","2021-02-22"," 10:15:00","2021-02-22"," 15:15:00","","","","","","","23.46","18739.50"
"36.1","2021-02-22"," 11:20:00","2021-02-22"," 15:15:00","PE","15200","Buy","130","377.70","521.85","","18739.50"
"37","2021-02-23"," 10:15:00","2021-02-23"," 15:15:00","","","","","","","24.90","-3900.00"
"37.1","2021-02-23"," 11:40:00","2021-02-23"," 13:09:00","PE","15100","Buy","130","346.30","316.30","","-3900.00"
"38","2021-02-25"," 10:15:00","2021-02-25"," 14:21:00","","","","","","","23.30","-7800.00"
"38.1","2021-02-25"," 13:19:00","2021-02-25"," 14:21:00","CE","14800","Buy","130","346.30","316.30","","-3900.00"
"38.2","2021-02-25"," 11:37:00","2021-02-25"," 13:19:00","PE","15500","Buy","130","387.65","357.65","","-3900.00"
"39","2021-02-26"," 10:15:00","2021-02-26"," 15:15:00","","","","","","","24.75","13247.00"
"39.1","2021-02-26"," 11:20:00","2021-02-26"," 15:15:00","PE","15150","Buy","130","516.70","618.60","","13247.00"
"40","2021-03-01"," 10:15:00","2021-03-01"," 15:15:00","","","","","","","26.80","-3900.00"
"40.1","2021-03-01"," 11:31:00","2021-03-01"," 13:31:00","PE","15000","Buy","130","320.90","290.90","","-3900.00"
"41","2021-03-02"," 10:15:00","2021-03-02"," 15:15:00","","","","","","","24.33","-3900.00"
"41.1","2021-03-02"," 15:15:00","2021-03-02"," 15:15:00","CE","14600","Buy","130","361.30","361.30","","0.00"
"41.2","2021-03-02"," 11:16:00","2021-03-02"," 13:43:00","PE","15250","Buy","130","436.35","406.35","","-3900.00"
"42","2021-03-03"," 10:15:00","2021-03-03"," 15:15:00","","","","","","","22.48","19922.50"
"42.1","2021-03-03"," 11:51:00","2021-03-03"," 15:15:00","CE","14700","Buy","130","403.90","557.15","","19922.50"
"43","2021-03-04"," 10:15:00","2021-03-04"," 15:15:00","","","","","","","23.25","-3900.00"
"43.1","2021-03-04"," 11:16:00","2021-03-04"," 15:03:00","CE","14700","Buy","130","427.55","397.55","","-3900.00"
"44","2021-03-05"," 10:15:00","2021-03-05"," 15:15:00","","","","","","","25.55","-3900.00"
"44.1","2021-03-05"," 13:54:00","2021-03-05"," 15:07:00","PE","15300","Buy","130","438.40","408.40","","-3900.00"
"45","2021-03-08"," 10:15:00","2021-03-08"," 15:15:00","","","","","","","24.52","-3900.00"
"45.1","2021-03-08"," 13:41:00","2021-03-08"," 13:46:00","PE","15400","Buy","130","482.60","452.60","","-3900.00"
"46","2021-03-09"," 10:15:00","2021-03-09"," 15:05:00","","","","","","","23.45","-7800.00"
"46.1","2021-03-09"," 11:22:00","2021-03-09"," 12:21:00","CE","14750","Buy","130","348.70","318.70","","-3900.00"
"46.2","2021-03-09"," 12:20:00","2021-03-09"," 15:05:00","PE","15400","Buy","130","360.00","330.00","","-3900.00"
"47","2021-03-10"," 10:15:00","2021-03-10"," 14:56:00","","","","","","","21.45","-7800.00"
"47.1","2021-03-10"," 14:25:00","2021-03-10"," 14:56:00","CE","14850","Buy","130","344.55","314.55","","-3900.00"
"47.2","2021-03-10"," 11:26:00","2021-03-10"," 14:12:00","PE","15550","Buy","130","408.70","378.70","","-3900.00"
"48","2021-03-12"," 10:15:00","2021-03-12"," 15:15:00","","","","","","","20.22","29549.00"
"48.1","2021-03-12"," 11:19:00","2021-03-12"," 15:15:00","PE","15600","Buy","130","352.70","580.00","","29549.00"
"49","2021-03-15"," 10:15:00","2021-03-15"," 15:15:00","","","","","","","22.43","-4439.50"
"49.1","2021-03-15"," 15:01:00","2021-03-15"," 15:15:00","CE","14600","Buy","130","369.25","365.10","","-539.50"
"49.2","2021-03-15"," 11:17:00","2021-03-15"," 12:01:00","PE","15200","Buy","130","425.00","395.00","","-3900.00"
"50","2021-03-16"," 10:15:00","2021-03-16"," 15:15:00","","","","","","","20.50","-3900.00"
"50.1","2021-03-16"," 11:36:00","2021-03-16"," 12:02:00","PE","15300","Buy","130","333.25","303.25","","-3900.00"
"51","2021-03-17"," 10:15:00","2021-03-17"," 15:15:00","","","","","","","20.12","14365.00"
"51.1","2021-03-17"," 11:21:00","2021-03-17"," 12:25:00","CE","14550","Buy","130","359.05","329.05","","-3900.00"
"51.2","2021-03-17"," 12:23:00","2021-03-17"," 15:15:00","PE","15200","Buy","130","341.55","482.05","","18265.00"
"52","2021-03-18"," 10:15:00","2021-03-18"," 15:15:00","","","","","","","19.30","22893.00"
"52.1","2021-03-18"," 12:01:00","2021-03-18"," 12:58:00","CE","14450","Buy","130","361.00","331.00","","-3900.00"
"52.2","2021-03-18"," 13:05:00","2021-03-18"," 15:15:00","PE","15150","Buy","130","388.00","594.10","","26793.00"
"53","2021-03-19"," 10:15:00","2021-03-19"," 15:15:00","","","","","","","20.96","10367.50"
"53.1","2021-03-19"," 13:58:00","2021-03-19"," 15:15:00","CE","14250","Buy","130","477.90","557.65","","10367.50"
"54","2021-03-22"," 10:15:00","2021-03-22"," 15:15:00","","","","","","","20.50","-3529.50"
"54.1","2021-03-22"," 15:10:00","2021-03-22"," 15:15:00","CE","14450","Buy","130","342.25","345.10","","370.50"
"54.2","2021-03-22"," 12:23:00","2021-03-22"," 13:51:00","PE","15050","Buy","130","420.45","390.45","","-3900.00"
"55","2021-03-23"," 10:15:00","2021-03-23"," 15:05:00","","","","","","","21.19","-7800.00"
"55.1","2021-03-23"," 14:26:00","2021-03-23"," 15:05:00","CE","14450","Buy","130","443.75","413.75","","-3900.00"
"55.2","2021-03-23"," 11:34:00","2021-03-23"," 12:04:00","PE","15100","Buy","130","371.60","341.60","","-3900.00"
"56","2021-03-24"," 10:15:00","2021-03-24"," 12:53:00","","","","","","","21.24","-7800.00"
"56.1","2021-03-24"," 12:33:00","2021-03-24"," 12:53:00","CE","14350","Buy","130","317.95","287.95","","-3900.00"
"56.2","2021-03-24"," 11:21:00","2021-03-24"," 12:01:00","PE","15000","Buy","130","403.05","373.05","","-3900.00"
"57","2021-03-25"," 10:15:00","2021-03-25"," 13:51:00","","","","","","","22.47","-7800.00"
"57.1","2021-03-25"," 13:47:00","2021-03-25"," 13:51:00","CE","14100","Buy","130","332.30","302.30","","-3900.00"
"57.2","2021-03-25"," 11:17:00","2021-03-25"," 13:44:00","PE","14800","Buy","130","428.40","398.40","","-3900.00"
"58","2021-03-26"," 10:15:00","2021-03-26"," 15:15:00","","","","","","","21.92","-3900.00"
"58.1","2021-03-26"," 11:31:00","2021-03-26"," 14:46:00","CE","14250","Buy","130","363.25","333.25","","-3900.00"
"59","2021-03-30"," 10:15:00","2021-03-30"," 13:27:00","","","","","","","20.18","-7800.00"
"59.1","2021-03-30"," 11:22:00","2021-03-30"," 12:06:00","CE","14400","Buy","130","400.00","370.00","","-3900.00"
"59.2","2021-03-30"," 12:06:00","2021-03-30"," 13:27:00","PE","15050","Buy","130","313.00","283.00","","-3900.00"
"60","2021-03-31"," 10:15:00","2021-03-31"," 13:45:00","","","","","","","20.69","-7800.00"
"60.1","2021-03-31"," 13:05:00","2021-03-31"," 13:16:00","CE","14400","Buy","130","375.75","345.75","","-3900.00"
"60.2","2021-03-31"," 13:19:00","2021-03-31"," 13:45:00","PE","15100","Buy","130","412.95","382.95","","-3900.00"
"61","2021-04-01"," 10:15:00","2021-04-01"," 15:15:00","","","","","","","20.18","9808.50"
"61.1","2021-04-01"," 13:15:00","2021-04-01"," 15:15:00","CE","14400","Buy","130","394.00","469.45","","9808.50"
"62","2021-04-05"," 10:15:00","2021-04-05"," 15:15:00","","","","","","","22.51","6402.50"
"62.1","2021-04-05"," 12:35:00","2021-04-05"," 15:15:00","CE","14250","Buy","130","370.75","420.00","","6402.50"
"63","2021-04-06"," 10:15:00","2021-04-06"," 15:15:00","","","","","","","21.25","-3289.00"
"63.1","2021-04-06"," 11:17:00","2021-04-06"," 11:48:00","CE","14400","Buy","130","395.00","365.00","","-3900.00"
"63.2","2021-04-06"," 12:37:00","2021-04-06"," 15:15:00","PE","15050","Buy","130","366.30","371.00","","611.00"
"64","2021-04-07"," 10:15:00","2021-04-07"," 15:15:00","","","","","","","20.79","-3900.00"
"64.1","2021-04-07"," 11:16:00","2021-04-07"," 11:58:00","CE","14450","Buy","130","428.60","398.60","","-3900.00"
"65","2021-04-08"," 10:15:00","2021-04-08"," 14:20:00","","","","","","","19.84","-7800.00"
"65.1","2021-04-08"," 13:25:00","2021-04-08"," 14:20:00","CE","14600","Buy","130","359.95","329.95","","-3900.00"
"65.2","2021-04-08"," 11:39:00","2021-04-08"," 13:37:00","PE","15300","Buy","130","358.00","328.00","","-3900.00"
"66","2021-04-09"," 10:15:00","2021-04-09"," 15:15:00","","","","","","","20.29","3250.00"
"66.1","2021-04-09"," 11:21:00","2021-04-09"," 15:15:00","PE","15250","Buy","130","400.00","425.00","","3250.00"
"67","2021-04-12"," 10:15:00","2021-04-12"," 15:15:00","","","","","","","22.05","8957.00"
"67.1","2021-04-12"," 11:35:00","2021-04-12"," 15:15:00","PE","14750","Buy","130","383.60","452.50","","8957.00"
"68","2021-04-13"," 10:15:00","2021-04-13"," 15:15:00","","","","","","","21.26","2210.00"
"68.1","2021-04-13"," 14:09:00","2021-04-13"," 15:15:00","CE","14100","Buy","130","365.00","412.00","","6110.00"
"68.2","2021-04-13"," 11:16:00","2021-04-13"," 12:47:00","PE","14800","Buy","130","451.90","421.90","","-3900.00"
"69","2021-04-15"," 10:15:00","2021-04-15"," 12:01:00","","","","","","","21.01","-7800.00"
"69.1","2021-04-15"," 11:52:00","2021-04-15"," 12:01:00","CE","14100","Buy","130","350.70","320.70","","-3900.00"
"69.2","2021-04-15"," 11:31:00","2021-04-15"," 11:43:00","PE","14800","Buy","130","438.85","408.85","","-3900.00"
"70","2021-04-16"," 10:15:00","2021-04-16"," 14:51:00","","","","","","","20.54","-7800.00"
"70.1","2021-04-16"," 14:26:00","2021-04-16"," 14:51:00","CE","14350","Buy","130","394.70","364.70","","-3900.00"
"70.2","2021-04-16"," 11:49:00","2021-04-16"," 14:24:00","PE","14950","Buy","130","330.25","300.25","","-3900.00"
"71","2021-04-19"," 10:15:00","2021-04-19"," 15:15:00","","","","","","","22.24","2834.00"
"71.1","2021-04-19"," 13:23:00","2021-04-19"," 15:15:00","CE","14000","Buy","130","371.00","392.80","","2834.00"
"72","2021-04-20"," 10:15:00","2021-04-20"," 15:15:00","","","","","","","21.95","15366.00"
"72.1","2021-04-20"," 11:18:00","2021-04-20"," 15:15:00","PE","14800","Buy","130","381.10","499.30","","15366.00"
"73","2021-04-22"," 10:15:00","2021-04-22"," 15:15:00","","","","","","","23.00","14995.50"
"73.1","2021-04-22"," 11:44:00","2021-04-22"," 15:15:00","CE","13900","Buy","130","393.30","508.65","","14995.50"
"74","2021-04-23"," 10:15:00","2021-04-23"," 12:44:00","","","","","","","22.62","-7800.00"
"74.1","2021-04-23"," 11:16:00","2021-04-23"," 11:56:00","CE","14100","Buy","130","424.00","394.00","","-3900.00"
"74.2","2021-04-23"," 12:25:00","2021-04-23"," 12:44:00","PE","14700","Buy","130","367.55","337.55","","-3900.00"
"75","2021-04-26"," 10:15:00","2021-04-26"," 15:15:00","","","","","","","23.25","3289.00"
"75.1","2021-04-26"," 12:20:00","2021-04-26"," 15:15:00","PE","14850","Buy","130","355.00","380.30","","3289.00"
"76","2021-04-27"," 10:15:00","2021-04-27"," 15:15:00","","","","","","","23.31","7189.00"
"76.1","2021-04-27"," 11:44:00","2021-04-27"," 15:15:00","CE","14250","Buy","130","356.60","411.90","","7189.00"
"77","2021-04-28"," 10:15:00","2021-04-28"," 15:15:00","","","","","","","22.70","10296.00"
"77.1","2021-04-28"," 11:24:00","2021-04-28"," 15:15:00","CE","14400","Buy","130","381.00","460.20","","10296.00"
"78","2021-04-29"," 10:15:00","2021-04-29"," 15:15:00","","","","","","","22.67","-3900.00"
"78.1","2021-04-29"," 12:52:00","2021-04-29"," 13:13:00","CE","14550","Buy","130","384.20","354.20","","-3900.00"
"79","2021-04-30"," 10:15:00","2021-04-30"," 15:15:00","","","","","","","23.16","14950.00"
"79.1","2021-04-30"," 11:36:00","2021-04-30"," 15:15:00","PE","15100","Buy","130","355.00","470.00","","14950.00"
"80","2021-05-03"," 10:15:00","2021-05-03"," 15:15:00","","","","","","","23.75","7241.00"
"80.1","2021-05-03"," 13:16:00","2021-05-03"," 15:15:00","CE","14250","Buy","130","369.05","424.75","","7241.00"
"81","2021-05-04"," 10:15:00","2021-05-04"," 15:15:00","","","","","","","22.53","12155.00"
"81.1","2021-05-04"," 11:16:00","2021-05-04"," 12:18:00","CE","14300","Buy","130","410.70","380.70","","-3900.00"
"81.2","2021-05-04"," 13:04:00","2021-05-04"," 15:15:00","PE","15000","Buy","130","370.95","494.45","","16055.00"
"82","2021-05-05"," 10:15:00","2021-05-05"," 13:37:00","","","","","","","22.84","-7800.00"
"82.1","2021-05-05"," 12:58:00","2021-05-05"," 13:37:00","CE","14250","Buy","130","380.00","350.00","","-3900.00"
"82.2","2021-05-05"," 11:22:00","2021-05-05"," 11:31:00","PE","14900","Buy","130","365.00","335.00","","-3900.00"
"83","2021-05-06"," 10:15:00","2021-05-06"," 15:15:00","","","","","","","21.85","6987.50"
"83.1","2021-05-06"," 11:59:00","2021-05-06"," 15:15:00","CE","14300","Buy","130","362.15","415.90","","6987.50"
"84","2021-05-07"," 10:15:00","2021-05-07"," 15:15:00","","","","","","","21.36","-4946.50"
"84.1","2021-05-07"," 14:51:00","2021-05-07"," 15:15:00","CE","14550","Buy","130","337.15","329.10","","-1046.50"
"84.2","2021-05-07"," 12:11:00","2021-05-07"," 14:01:00","PE","15150","Buy","130","359.30","329.30","","-3900.00"
"85","2021-05-10"," 10:15:00","2021-05-10"," 15:15:00","","","","","","","20.64","-1118.00"
"85.1","2021-05-10"," 11:23:00","2021-05-10"," 15:15:00","CE","14600","Buy","130","368.00","359.40","","-1118.00"
"86","2021-05-11"," 10:15:00","2021-05-11"," 14:36:00","","","","","","","19.93","-7800.00"
"86.1","2021-05-11"," 11:26:00","2021-05-11"," 13:25:00","CE","14500","Buy","130","350.00","320.00","","-3900.00"
"86.2","2021-05-11"," 13:21:00","2021-05-11"," 14:36:00","PE","15200","Buy","130","382.00","352.00","","-3900.00"
"87","2021-05-12"," 10:15:00","2021-05-12"," 14:52:00","","","","","","","20.11","-7800.00"
"87.1","2021-05-12"," 12:07:00","2021-05-12"," 14:52:00","CE","14400","Buy","130","341.00","311.00","","-3900.00"
"87.2","2021-05-12"," 11:16:00","2021-05-12"," 12:15:00","PE","15100","Buy","130","377.30","347.30","","-3900.00"
"88","2021-05-14"," 10:15:00","2021-05-14"," 15:01:00","","","","","","","20.20","-7800.00"
"88.1","2021-05-14"," 14:48:00","2021-05-14"," 15:01:00","CE","14400","Buy","130","364.20","334.20","","-3900.00"
"88.2","2021-05-14"," 11:38:00","2021-05-14"," 14:47:00","PE","15050","Buy","130","391.35","361.35","","-3900.00"
"89","2021-05-17"," 10:15:00","2021-05-17"," 15:15:00","","","","","","","19.63","12317.50"
"89.1","2021-05-17"," 11:49:00","2021-05-17"," 15:15:00","CE","14500","Buy","130","344.90","439.65","","12317.50"
"90","2021-05-18"," 10:15:00","2021-05-18"," 15:15:00","","","","","","","18.85","-3900.00"
"90.1","2021-05-18"," 13:45:00","2021-05-18"," 14:28:00","CE","14750","Buy","130","407.00","377.00","","-3900.00"
"91","2021-05-19"," 10:15:00","2021-05-19"," 13:30:00","","","","","","","19.46","-7800.00"
"91.1","2021-05-19"," 12:10:00","2021-05-19"," 13:30:00","CE","14750","Buy","130","361.00","331.00","","-3900.00"
"91.2","2021-05-19"," 11:20:00","2021-05-19"," 12:11:00","PE","15450","Buy","130","377.25","347.25","","-3900.00"
"92","2021-05-20"," 10:15:00","2021-05-20"," 15:15:00","","","","","","","19.32","11771.50"
"92.1","2021-05-20"," 12:21:00","2021-05-20"," 15:15:00","PE","15350","Buy","130","358.15","448.70","","11771.50"
"93","2021-05-21"," 10:15:00","2021-05-21"," 15:15:00","","","","","","","19.01","8885.50"
"93.1","2021-05-21"," 11:18:00","2021-05-21"," 15:15:00","CE","14750","Buy","130","412.15","480.50","","8885.50"
"94","2021-05-24"," 10:15:00","2021-05-24"," 13:10:00","","","","","","","19.49","-7800.00"
"94.1","2021-05-24"," 11:17:00","2021-05-24"," 12:54:00","CE","14850","Buy","130","390.40","360.40","","-3900.00"
"94.2","2021-05-24"," 12:44:00","2021-05-24"," 13:10:00","PE","15500","Buy","130","316.50","286.50","","-3900.00"
"95","2021-05-25"," 10:15:00","2021-05-25"," 15:15:00","","","","","","","18.73","-3900.00"
"95.1","2021-05-25"," 11:16:00","2021-05-25"," 11:45:00","PE","15600","Buy","130","368.65","338.65","","-3900.00"
"96","2021-05-26"," 10:15:00","2021-05-26"," 15:15:00","","","","","","","18.70","799.50"
"96.1","2021-05-26"," 11:16:00","2021-05-26"," 15:15:00","CE","14900","Buy","130","404.35","410.50","","799.50"
"97","2021-05-27"," 10:15:00","2021-05-27"," 15:15:00","","","","","","","18.67","-1618.50"
"97.1","2021-05-27"," 11:26:00","2021-05-27"," 14:15:00","CE","14950","Buy","130","390.00","360.00","","-3900.00"
"97.2","2021-05-27"," 14:15:00","2021-05-27"," 15:15:00","PE","15650","Buy","130","303.15","320.70","","2281.50"
"98","2021-05-28"," 10:15:00","2021-05-28"," 15:15:00","","","","","","","18.67","-5219.50"
"98.1","2021-05-28"," 13:35:00","2021-05-28"," 15:15:00","CE","15100","Buy","130","360.15","350.00","","-1319.50"
"98.2","2021-05-28"," 11:16:00","2021-05-28"," 11:37:00","PE","15750","Buy","130","376.05","346.05","","-3900.00"
"99","2021-05-31"," 10:15:00","2021-05-31"," 15:15:00","","","","","","","16.89","6058.00"
"99.1","2021-05-31"," 11:34:00","2021-05-31"," 15:15:00","CE","15150","Buy","130","370.00","416.60","","6058.00"
"100","2021-06-01"," 10:15:00","2021-06-01"," 14:03:00","","","","","","","16.73","-7800.00"
"100.1","2021-06-01"," 13:24:00","2021-06-01"," 14:03:00","CE","15250","Buy","130","357.95","327.95","","-3900.00"
"100.2","2021-06-01"," 11:40:00","2021-06-01"," 13:31:00","PE","15950","Buy","130","389.95","359.95","","-3900.00"
"101","2021-06-02"," 10:15:00","2021-06-02"," 14:50:00","","","","","","","16.50","-7800.00"
