"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"519.2","2019-02-06"," 11:35:00","2019-02-06"," 14:45:00","PE","27700","Buy","60","528.00","525.00","","-180.00"
"520","2019-02-07"," 11:35:00","2019-02-07"," 12:05:00","","","","","","","15.45","-3450.00"
"520.1","2019-02-07"," 11:35:00","2019-02-07"," 12:05:00","CE","27300","Buy","60","492.00","463.70","","-1698.00"
"520.2","2019-02-07"," 11:35:00","2019-02-07"," 11:50:00","PE","27800","Buy","60","507.75","478.55","","-1752.00"
"521","2019-02-08"," 11:35:00","2019-02-08"," 14:45:00","","","","","","","15.60","5592.00"
"521.1","2019-02-08"," 11:35:00","2019-02-08"," 14:45:00","CE","27100","Buy","60","491.90","613.55","","7299.00"
"521.2","2019-02-08"," 11:35:00","2019-02-08"," 12:33:00","PE","27600","Buy","60","495.15","466.70","","-1707.00"
"522","2019-02-11"," 11:35:00","2019-02-11"," 14:45:00","","","","","","","16.06","-894.00"
"522.1","2019-02-11"," 11:35:00","2019-02-11"," 14:45:00","CE","27000","Buy","60","488.00","503.00","","900.00"
"522.2","2019-02-11"," 11:35:00","2019-02-11"," 14:04:00","PE","27600","Buy","60","520.00","490.10","","-1794.00"
"523","2019-02-12"," 11:35:00","2019-02-12"," 14:45:00","","","","","","","15.57","5901.00"
"523.1","2019-02-12"," 11:35:00","2019-02-12"," 12:54:00","CE","27100","Buy","60","473.80","446.55","","-1635.00"
"523.2","2019-02-12"," 11:35:00","2019-02-12"," 14:45:00","PE","27700","Buy","60","487.75","613.35","","7536.00"
"524","2019-02-13"," 11:35:00","2019-02-13"," 14:45:00","","","","","","","15.66","1767.00"
"524.1","2019-02-13"," 11:35:00","2019-02-13"," 13:32:00","CE","26900","Buy","60","472.10","444.95","","-1629.00"
"524.2","2019-02-13"," 11:35:00","2019-02-13"," 14:45:00","PE","27500","Buy","60","480.95","537.55","","3396.00"
"525","2019-02-14"," 11:35:00","2019-02-14"," 14:08:00","","","","","","","15.80","-3504.00"
"525.1","2019-02-14"," 11:35:00","2019-02-14"," 13:00:00","CE","26700","Buy","60","519.95","490.05","","-1794.00"
"525.2","2019-02-14"," 11:35:00","2019-02-14"," 14:08:00","PE","27400","Buy","60","495.35","466.85","","-1710.00"
"526","2019-02-15"," 11:35:00","2019-02-15"," 12:17:00","","","","","","","17.10","-3576.00"
"526.1","2019-02-15"," 11:35:00","2019-02-15"," 12:17:00","CE","26500","Buy","60","533.25","502.60","","-1839.00"
"526.2","2019-02-15"," 11:35:00","2019-02-15"," 11:42:00","PE","27100","Buy","60","503.85","474.90","","-1737.00"
"527","2019-02-18"," 11:35:00","2019-02-18"," 14:03:00","","","","","","","17.91","-3534.00"
"527.1","2019-02-18"," 11:35:00","2019-02-18"," 14:03:00","CE","26500","Buy","60","525.00","494.80","","-1812.00"
"527.2","2019-02-18"," 11:35:00","2019-02-18"," 12:46:00","PE","27200","Buy","60","498.90","470.20","","-1722.00"
"528","2019-02-19"," 11:35:00","2019-02-19"," 14:45:00","","","","","","","18.00","-1893.00"
"528.1","2019-02-19"," 11:35:00","2019-02-19"," 14:45:00","CE","26600","Buy","60","493.95","490.30","","-219.00"
"528.2","2019-02-19"," 11:35:00","2019-02-19"," 11:55:00","PE","27300","Buy","60","485.00","457.10","","-1674.00"
"529","2019-02-20"," 11:35:00","2019-02-20"," 14:09:00","","","","","","","17.51","-3513.00"
"529.1","2019-02-20"," 11:35:00","2019-02-20"," 14:09:00","CE","26500","Buy","60","518.75","488.90","","-1791.00"
"529.2","2019-02-20"," 11:35:00","2019-02-20"," 12:38:00","PE","27300","Buy","60","499.40","470.70","","-1722.00"
"530","2019-02-21"," 11:35:00","2019-02-21"," 14:40:00","","","","","","","16.50","-3543.00"
"530.1","2019-02-21"," 11:35:00","2019-02-21"," 14:40:00","CE","26700","Buy","60","489.35","461.20","","-1689.00"
"530.2","2019-02-21"," 11:35:00","2019-02-21"," 11:41:00","PE","27600","Buy","60","537.00","506.10","","-1854.00"
"531","2019-02-22"," 11:35:00","2019-02-22"," 14:45:00","","","","","","","15.64","267.00"
"531.1","2019-02-22"," 11:35:00","2019-02-22"," 11:56:00","CE","26500","Buy","60","527.40","497.05","","-1821.00"
"531.2","2019-02-22"," 11:35:00","2019-02-22"," 14:45:00","PE","27500","Buy","60","530.00","564.80","","2088.00"
"532","2019-02-25"," 11:35:00","2019-02-25"," 14:45:00","","","","","","","15.72","1899.00"
"532.1","2019-02-25"," 11:35:00","2019-02-25"," 14:45:00","CE","26500","Buy","60","541.00","600.00","","3540.00"
"532.2","2019-02-25"," 11:35:00","2019-02-25"," 13:08:00","PE","27500","Buy","60","475.95","448.60","","-1641.00"
"533","2019-02-26"," 11:35:00","2019-02-26"," 14:45:00","","","","","","","17.23","9849.00"
"533.1","2019-02-26"," 11:35:00","2019-02-26"," 14:45:00","CE","26400","Buy","60","510.00","700.05","","11403.00"
"533.2","2019-02-26"," 11:35:00","2019-02-26"," 11:37:00","PE","27300","Buy","60","450.00","424.10","","-1554.00"
"534","2019-02-27"," 11:35:00","2019-02-27"," 14:45:00","","","","","","","16.99","12552.00"
"534.1","2019-02-27"," 11:35:00","2019-02-27"," 11:38:00","CE","26600","Buy","60","495.55","467.05","","-1710.00"
"534.2","2019-02-27"," 11:35:00","2019-02-27"," 14:45:00","PE","27600","Buy","60","532.35","770.05","","14262.00"
"535","2019-02-28"," 11:35:00","2019-02-28"," 14:45:00","","","","","","","18.10","-147.00"
"535.1","2019-02-28"," 11:35:00","2019-02-28"," 11:53:00","CE","26400","Buy","60","470.40","443.35","","-1623.00"
"535.2","2019-02-28"," 11:35:00","2019-02-28"," 14:45:00","PE","27400","Buy","60","519.35","543.95","","1476.00"
"536","2019-03-01"," 11:35:00","2019-03-01"," 14:45:00","","","","","","","16.54","-1734.00"
"536.1","2019-03-01"," 11:35:00","2019-03-01"," 12:20:00","CE","27100","Buy","60","476.00","442.50","","-2010.00"
"536.2","2019-03-01"," 11:35:00","2019-03-01"," 14:45:00","PE","27300","Buy","60","512.75","517.35","","276.00"
"537","2019-03-05"," 11:35:00","2019-03-05"," 14:45:00","","","","","","","15.98","11436.00"
"537.1","2019-03-05"," 11:35:00","2019-03-05"," 14:45:00","CE","27100","Buy","60","485.00","703.45","","13107.00"
"537.2","2019-03-05"," 11:35:00","2019-03-05"," 12:27:00","PE","27400","Buy","60","484.55","456.70","","-1671.00"
"538","2019-03-06"," 11:35:00","2019-03-06"," 14:38:00","","","","","","","15.49","-3405.00"
"538.1","2019-03-06"," 11:35:00","2019-03-06"," 12:59:00","CE","27500","Buy","60","477.60","450.15","","-1647.00"
"538.2","2019-03-06"," 11:35:00","2019-03-06"," 14:38:00","PE","27900","Buy","60","509.30","480.00","","-1758.00"
"539","2019-03-07"," 11:35:00","2019-03-07"," 14:45:00","","","","","","","15.50","5511.00"
"539.1","2019-03-07"," 11:35:00","2019-03-07"," 14:45:00","CE","27400","Buy","60","525.70","646.25","","7233.00"
"539.2","2019-03-07"," 11:35:00","2019-03-07"," 12:01:00","PE","27900","Buy","60","499.00","470.30","","-1722.00"
"540","2019-03-08"," 11:35:00","2019-03-08"," 14:33:00","","","","","","","15.22","-3333.00"
"540.1","2019-03-08"," 11:35:00","2019-03-08"," 12:38:00","CE","27600","Buy","60","487.85","459.80","","-1683.00"
"540.2","2019-03-08"," 11:35:00","2019-03-08"," 14:33:00","PE","28100","Buy","60","478.05","450.55","","-1650.00"
"541","2019-03-11"," 11:35:00","2019-03-11"," 14:45:00","","","","","","","14.99","-996.00"
"541.1","2019-03-11"," 11:35:00","2019-03-11"," 14:12:00","CE","27800","Buy","60","508.00","478.80","","-1752.00"
"541.2","2019-03-11"," 11:35:00","2019-03-11"," 14:45:00","PE","28400","Buy","60","466.00","478.60","","756.00"
"542","2019-03-12"," 11:35:00","2019-03-12"," 14:33:00","","","","","","","14.91","-3363.00"
"542.1","2019-03-12"," 11:35:00","2019-03-12"," 12:11:00","CE","28100","Buy","60","461.90","435.35","","-1593.00"
"542.2","2019-03-12"," 11:35:00","2019-03-12"," 14:33:00","PE","28700","Buy","60","512.85","483.35","","-1770.00"
"543","2019-03-13"," 11:35:00","2019-03-13"," 14:45:00","","","","","","","15.36","9222.00"
"543.1","2019-03-13"," 11:35:00","2019-03-13"," 14:45:00","CE","28400","Buy","60","496.35","680.00","","11019.00"
"543.2","2019-03-13"," 11:35:00","2019-03-13"," 13:09:00","PE","29000","Buy","60","521.00","491.05","","-1797.00"
"544","2019-03-14"," 11:35:00","2019-03-14"," 14:19:00","","","","","","","15.19","-3558.00"
"544.1","2019-03-14"," 11:35:00","2019-03-14"," 12:06:00","CE","28700","Buy","60","522.00","492.00","","-1800.00"
"544.2","2019-03-14"," 11:35:00","2019-03-14"," 14:19:00","PE","29300","Buy","60","510.00","480.70","","-1758.00"
"545","2019-03-15"," 11:35:00","2019-03-15"," 14:45:00","","","","","","","15.52","8040.00"
"545.1","2019-03-15"," 11:35:00","2019-03-15"," 14:45:00","CE","29100","Buy","60","495.60","656.70","","9666.00"
"545.2","2019-03-15"," 11:35:00","2019-03-15"," 12:11:00","PE","29600","Buy","60","471.00","443.90","","-1626.00"
"546","2019-03-18"," 11:35:00","2019-03-18"," 12:31:00","","","","","","","16.94","-3498.00"
"546.1","2019-03-18"," 11:35:00","2019-03-18"," 11:51:00","CE","29300","Buy","60","524.40","494.25","","-1809.00"
"546.2","2019-03-18"," 11:35:00","2019-03-18"," 12:31:00","PE","29700","Buy","60","489.65","461.50","","-1689.00"
"547","2019-03-19"," 11:35:00","2019-03-19"," 14:45:00","","","","","","","16.90","-2037.00"
"547.1","2019-03-19"," 11:35:00","2019-03-19"," 14:45:00","CE","29500","Buy","60","495.80","490.90","","-294.00"
"547.2","2019-03-19"," 11:35:00","2019-03-19"," 12:04:00","PE","30000","Buy","60","505.10","476.05","","-1743.00"
"548","2019-03-20"," 11:35:00","2019-03-20"," 14:45:00","","","","","","","16.01","4377.00"
"548.1","2019-03-20"," 11:35:00","2019-03-20"," 14:45:00","CE","29400","Buy","60","525.00","626.55","","6093.00"
"548.2","2019-03-20"," 11:35:00","2019-03-20"," 14:01:00","PE","30200","Buy","60","497.60","469.00","","-1716.00"
"549","2019-03-22"," 11:35:00","2019-03-22"," 14:16:00","","","","","","","16.59","-3357.00"
"549.1","2019-03-22"," 11:35:00","2019-03-22"," 14:16:00","CE","29400","Buy","60","477.30","449.85","","-1647.00"
"549.2","2019-03-22"," 11:35:00","2019-03-22"," 11:40:00","PE","30200","Buy","60","495.30","466.80","","-1710.00"
"550","2019-03-25"," 11:35:00","2019-03-25"," 12:13:00","","","","","","","16.66","-3420.00"
"550.1","2019-03-25"," 11:35:00","2019-03-25"," 12:13:00","CE","28900","Buy","60","470.25","443.20","","-1623.00"
"550.2","2019-03-25"," 11:35:00","2019-03-25"," 11:52:00","PE","29800","Buy","60","521.25","491.30","","-1797.00"
"551","2019-03-26"," 11:35:00","2019-03-26"," 12:23:00","","","","","","","16.22","-3588.00"
"551.1","2019-03-26"," 11:35:00","2019-03-26"," 11:47:00","CE","29000","Buy","60","489.15","461.00","","-1689.00"
"551.2","2019-03-26"," 11:35:00","2019-03-26"," 12:23:00","PE","30000","Buy","60","550.70","519.05","","-1899.00"
"552","2019-03-27"," 11:35:00","2019-03-27"," 12:09:00","","","","","","","16.96","-3345.00"
"552.1","2019-03-27"," 11:35:00","2019-03-27"," 11:36:00","CE","29700","Buy","60","467.30","440.45","","-1611.00"
"552.2","2019-03-27"," 11:35:00","2019-03-27"," 12:09:00","PE","30600","Buy","60","502.40","473.50","","-1734.00"
"553","2019-03-28"," 11:35:00","2019-03-28"," 14:45:00","","","","","","","17.10","15756.00"
"553.1","2019-03-28"," 11:35:00","2019-03-28"," 14:45:00","CE","29600","Buy","60","498.10","788.00","","17394.00"
"553.2","2019-03-28"," 11:35:00","2019-03-28"," 12:10:00","PE","30600","Buy","60","475.00","447.70","","-1638.00"
"554","2019-03-29"," 11:35:00","2019-03-29"," 14:45:00","","","","","","","17.29","-807.00"
"554.1","2019-03-29"," 11:35:00","2019-03-29"," 14:45:00","CE","30800","Buy","60","484.40","499.70","","918.00"
"554.2","2019-03-29"," 11:35:00","2019-03-29"," 13:22:00","PE","30200","Buy","60","500.00","471.25","","-1725.00"
"555","2019-04-01"," 11:35:00","2019-04-01"," 14:04:00","","","","","","","17.81","-3540.00"
"555.1","2019-04-01"," 11:35:00","2019-04-01"," 12:06:00","CE","30900","Buy","60","508.90","479.65","","-1755.00"
"555.2","2019-04-01"," 11:35:00","2019-04-01"," 14:04:00","PE","30500","Buy","60","517.00","487.25","","-1785.00"
"556","2019-04-02"," 11:35:00","2019-04-02"," 14:45:00","","","","","","","17.98","2073.00"
"556.1","2019-04-02"," 11:35:00","2019-04-02"," 11:44:00","CE","30700","Buy","60","512.60","483.15","","-1767.00"
"556.2","2019-04-02"," 11:35:00","2019-04-02"," 14:45:00","PE","30300","Buy","60","485.00","549.00","","3840.00"
"557","2019-04-03"," 11:35:00","2019-04-03"," 14:09:00","","","","","","","18.48","-3432.00"
"557.1","2019-04-03"," 11:35:00","2019-04-03"," 14:09:00","CE","30700","Buy","60","500.65","471.85","","-1728.00"
"557.2","2019-04-03"," 11:35:00","2019-04-03"," 12:34:00","PE","30500","Buy","60","493.85","465.45","","-1704.00"
"558","2019-04-04"," 11:35:00","2019-04-04"," 12:21:00","","","","","","","18.96","-3303.00"
"558.1","2019-04-04"," 11:35:00","2019-04-04"," 11:47:00","CE","30400","Buy","60","471.90","444.75","","-1629.00"
"558.2","2019-04-04"," 11:35:00","2019-04-04"," 12:21:00","PE","30300","Buy","60","485.00","457.10","","-1674.00"
"559","2019-04-05"," 11:35:00","2019-04-05"," 13:19:00","","","","","","","18.50","-3414.00"
"559.1","2019-04-05"," 11:35:00","2019-04-05"," 11:43:00","CE","30100","Buy","60","500.30","471.55","","-1725.00"
"559.2","2019-04-05"," 11:35:00","2019-04-05"," 13:19:00","PE","30200","Buy","60","489.95","461.80","","-1689.00"
"560","2019-04-08"," 11:35:00","2019-04-08"," 14:45:00","","","","","","","20.09","11685.00"
"560.1","2019-04-08"," 11:35:00","2019-04-08"," 11:53:00","CE","30200","Buy","60","508.45","479.20","","-1755.00"
"560.2","2019-04-08"," 11:35:00","2019-04-08"," 14:45:00","PE","30400","Buy","60","486.00","710.00","","13440.00"
"561","2019-04-09"," 11:35:00","2019-04-09"," 12:54:00","","","","","","","20.54","-3378.00"
"561.1","2019-04-09"," 11:35:00","2019-04-09"," 12:27:00","CE","29800","Buy","60","491.50","463.25","","-1695.00"
"561.2","2019-04-09"," 11:35:00","2019-04-09"," 12:54:00","PE","30100","Buy","60","488.25","460.20","","-1683.00"
"562","2019-04-10"," 11:35:00","2019-04-10"," 12:43:00","","","","","","","20.85","-3516.00"
"562.1","2019-04-10"," 11:35:00","2019-04-10"," 11:40:00","CE","30000","Buy","60","520.00","490.10","","-1794.00"
"562.2","2019-04-10"," 11:35:00","2019-04-10"," 12:43:00","PE","30400","Buy","60","499.00","470.30","","-1722.00"
"563","2019-04-11"," 11:35:00","2019-04-11"," 13:28:00","","","","","","","21.16","-3351.00"
"563.1","2019-04-11"," 11:35:00","2019-04-11"," 13:28:00","CE","29700","Buy","60","480.00","452.40","","-1656.00"
"563.2","2019-04-11"," 11:35:00","2019-04-11"," 12:18:00","PE","30100","Buy","60","491.20","462.95","","-1695.00"
"564","2019-04-12"," 11:35:00","2019-04-12"," 13:24:00","","","","","","","21.07","-3354.00"
"564.1","2019-04-12"," 11:35:00","2019-04-12"," 11:43:00","CE","29700","Buy","60","457.95","431.60","","-1581.00"
"564.2","2019-04-12"," 11:35:00","2019-04-12"," 13:24:00","PE","30200","Buy","60","514.00","484.45","","-1773.00"
"565","2019-04-15"," 11:35:00","2019-04-15"," 13:26:00","","","","","","","21.93","-3357.00"
"565.1","2019-04-15"," 11:35:00","2019-04-15"," 13:26:00","CE","29900","Buy","60","472.60","445.45","","-1629.00"
"565.2","2019-04-15"," 11:35:00","2019-04-15"," 11:59:00","PE","30500","Buy","60","501.00","472.20","","-1728.00"
"566","2019-04-16"," 11:35:00","2019-04-16"," 14:45:00","","","","","","","21.22","6588.00"
"566.1","2019-04-16"," 11:35:00","2019-04-16"," 14:45:00","CE","30100","Buy","60","505.25","642.00","","8205.00"
"566.2","2019-04-16"," 11:35:00","2019-04-16"," 12:31:00","PE","30800","Buy","60","469.00","442.05","","-1617.00"
"567","2019-04-18"," 11:35:00","2019-04-18"," 14:23:00","","","","","","","22.87","-3483.00"
"567.1","2019-04-18"," 11:35:00","2019-04-18"," 11:44:00","CE","30000","Buy","60","497.00","468.40","","-1716.00"
"567.2","2019-04-18"," 11:35:00","2019-04-18"," 14:23:00","PE","30900","Buy","60","512.50","483.05","","-1767.00"
"568","2019-04-22"," 11:35:00","2019-04-22"," 14:45:00","","","","","","","24.14","8193.00"
"568.1","2019-04-22"," 11:35:00","2019-04-22"," 12:19:00","CE","29500","Buy","60","534.00","503.30","","-1842.00"
"568.2","2019-04-22"," 11:35:00","2019-04-22"," 14:45:00","PE","30400","Buy","60","470.25","637.50","","10035.00"
"569","2019-04-23"," 11:35:00","2019-04-23"," 12:13:00","","","","","","","25.32","-3363.00"
"569.1","2019-04-23"," 11:35:00","2019-04-23"," 12:13:00","CE","29400","Buy","60","475.00","447.70","","-1638.00"
"569.2","2019-04-23"," 11:35:00","2019-04-23"," 11:43:00","PE","30300","Buy","60","500.10","471.35","","-1725.00"
"570","2019-04-24"," 11:35:00","2019-04-24"," 13:57:00","","","","","","","23.96","-3489.00"
"570.1","2019-04-24"," 11:35:00","2019-04-24"," 12:19:00","CE","29100","Buy","60","481.75","454.05","","-1662.00"
"570.2","2019-04-24"," 11:35:00","2019-04-24"," 13:57:00","PE","30100","Buy","60","529.20","498.75","","-1827.00"
"571","2019-04-25"," 11:35:00","2019-04-25"," 13:10:00","","","","","","","22.91","-3381.00"
"571.1","2019-04-25"," 11:35:00","2019-04-25"," 11:50:00","CE","29500","Buy","60","505.25","476.20","","-1743.00"
"571.2","2019-04-25"," 11:35:00","2019-04-25"," 13:10:00","PE","30500","Buy","60","475.00","447.70","","-1638.00"
"572","2019-04-26"," 11:35:00","2019-04-26"," 14:45:00","","","","","","","22.46","5295.00"
"572.1","2019-04-26"," 11:35:00","2019-04-26"," 14:45:00","CE","30700","Buy","60","499.10","616.05","","7017.00"
"572.2","2019-04-26"," 11:35:00","2019-04-26"," 12:12:00","PE","28800","Buy","60","499.45","470.75","","-1722.00"
"573","2019-04-30"," 11:35:00","2019-04-30"," 14:45:00","","","","","","","22.03","5070.00"
"573.1","2019-04-30"," 11:35:00","2019-04-30"," 14:45:00","CE","30800","Buy","60","489.70","491.50","","108.00"
"573.2","2019-04-30"," 11:35:00","2019-04-30"," 14:45:00","PE","29000","Buy","60","529.50","612.20","","4962.00"
"574","2019-05-02"," 11:35:00","2019-05-02"," 14:45:00","","","","","","","22.65","564.00"
"574.1","2019-05-02"," 11:35:00","2019-05-02"," 12:57:00","CE","31000","Buy","60","501.50","472.65","","-1731.00"
"574.2","2019-05-02"," 11:35:00","2019-05-02"," 14:45:00","PE","28800","Buy","60","475.50","513.75","","2295.00"
"575","2019-05-03"," 11:35:00","2019-05-03"," 14:45:00","","","","","","","23.85","-42.00"
"575.1","2019-05-03"," 11:35:00","2019-05-03"," 14:45:00","CE","31200","Buy","60","490.00","518.45","","1707.00"
"575.2","2019-05-03"," 11:35:00","2019-05-03"," 12:38:00","PE","28800","Buy","60","507.25","478.10","","-1749.00"
"576","2019-05-06"," 11:35:00","2019-05-06"," 14:45:00","","","","","","","25.77","4134.00"
"576.1","2019-05-06"," 11:35:00","2019-05-06"," 14:45:00","CE","31000","Buy","60","511.40","534.20","","1368.00"
"576.2","2019-05-06"," 11:35:00","2019-05-06"," 14:45:00","PE","28500","Buy","60","490.90","537.00","","2766.00"
"577","2019-05-07"," 11:35:00","2019-05-07"," 14:16:00","","","","","","","25.96","-3498.00"
"577.1","2019-05-07"," 11:35:00","2019-05-07"," 14:16:00","CE","31100","Buy","60","507.10","477.95","","-1749.00"
"577.2","2019-05-07"," 11:35:00","2019-05-07"," 12:01:00","PE","28500","Buy","60","507.20","478.05","","-1749.00"
"578","2019-05-08"," 11:35:00","2019-05-08"," 14:10:00","","","","","","","26.50","-3483.00"
"578.1","2019-05-08"," 11:35:00","2019-05-08"," 14:10:00","CE","30600","Buy","60","486.60","458.60","","-1680.00"
"578.2","2019-05-08"," 11:35:00","2019-05-08"," 12:06:00","PE","28000","Buy","60","522.35","492.30","","-1803.00"
"579","2019-05-09"," 11:35:00","2019-05-09"," 14:45:00","","","","","","","25.63","-3585.00"
"579.1","2019-05-09"," 11:35:00","2019-05-09"," 13:05:00","CE","30300","Buy","60","489.95","461.80","","-1689.00"
"579.2","2019-05-09"," 11:35:00","2019-05-09"," 14:45:00","PE","28000","Buy","60","550.00","518.40","","-1896.00"
"580","2019-05-10"," 11:35:00","2019-05-10"," 14:45:00","","","","","","","25.91","2067.00"
"580.1","2019-05-10"," 11:35:00","2019-05-10"," 14:45:00","CE","30300","Buy","60","486.35","512.65","","1578.00"
"580.2","2019-05-10"," 11:35:00","2019-05-10"," 14:45:00","PE","28000","Buy","60","522.45","530.60","","489.00"
"581","2019-05-13"," 11:35:00","2019-05-13"," 14:45:00","","","","","","","26.93","1245.00"
"581.1","2019-05-13"," 11:35:00","2019-05-13"," 14:45:00","CE","30200","Buy","60","491.00","491.75","","45.00"
"581.2","2019-05-13"," 11:35:00","2019-05-13"," 14:45:00","PE","27500","Buy","60","449.35","469.35","","1200.00"
"582","2019-05-14"," 11:35:00","2019-05-14"," 14:45:00","","","","","","","27.05","6405.00"
"582.1","2019-05-14"," 11:35:00","2019-05-14"," 14:45:00","CE","29900","Buy","60","491.85","626.35","","8070.00"
"582.2","2019-05-14"," 11:35:00","2019-05-14"," 13:17:00","PE","27500","Buy","60","482.70","454.95","","-1665.00"
"583","2019-05-15"," 11:35:00","2019-05-15"," 14:45:00","","","","","","","27.72","648.00"
"583.1","2019-05-15"," 11:35:00","2019-05-15"," 13:18:00","CE","30100","Buy","60","508.15","478.95","","-1752.00"
"583.2","2019-05-15"," 11:35:00","2019-05-15"," 14:45:00","PE","27500","Buy","60","437.00","477.00","","2400.00"
"584","2019-05-16"," 11:35:00","2019-05-16"," 13:34:00","","","","","","","29.17","-3477.00"
"584.1","2019-05-16"," 11:35:00","2019-05-16"," 13:34:00","CE","29700","Buy","60","487.85","459.80","","-1683.00"
"584.2","2019-05-16"," 11:35:00","2019-05-16"," 12:17:00","PE","27500","Buy","60","520.05","490.15","","-1794.00"
"585","2019-05-17"," 11:35:00","2019-05-17"," 14:45:00","","","","","","","28.41","6375.00"
"585.1","2019-05-17"," 11:35:00","2019-05-17"," 14:45:00","CE","29800","Buy","60","517.90","653.00","","8106.00"
"585.2","2019-05-17"," 11:35:00","2019-05-17"," 12:04:00","PE","28100","Buy","60","501.40","472.55","","-1731.00"
"586","2019-05-20"," 11:35:00","2019-05-20"," 14:45:00","","","","","","","23.54","9795.00"
"586.1","2019-05-20"," 11:35:00","2019-05-20"," 14:45:00","CE","31000","Buy","60","493.00","684.30","","11478.00"
"586.2","2019-05-20"," 11:35:00","2019-05-20"," 13:49:00","PE","29700","Buy","60","487.90","459.85","","-1683.00"
"587","2019-05-21"," 11:35:00","2019-05-21"," 14:45:00","","","","","","","24.80","4347.00"
"587.1","2019-05-21"," 11:35:00","2019-05-21"," 12:40:00","CE","31400","Buy","60","513.25","483.75","","-1770.00"
"587.2","2019-05-21"," 11:35:00","2019-05-21"," 14:45:00","PE","29900","Buy","60","509.05","611.00","","6117.00"
"588","2019-05-22"," 11:35:00","2019-05-22"," 13:31:00","","","","","","","27.71","-3363.00"
"588.1","2019-05-22"," 11:35:00","2019-05-22"," 12:38:00","CE","31400","Buy","60","489.35","461.20","","-1689.00"
"588.2","2019-05-22"," 11:35:00","2019-05-22"," 13:31:00","PE","29400","Buy","60","484.85","456.95","","-1674.00"
"589","2019-05-23"," 11:35:00","2019-05-23"," 11:51:00","","","","","","","20.53","-3489.00"
"589.1","2019-05-23"," 11:35:00","2019-05-23"," 11:51:00","CE","31100","Buy","60","486.50","458.55","","-1677.00"
"589.2","2019-05-23"," 11:35:00","2019-05-23"," 11:36:00","PE","31200","Buy","60","525.00","494.80","","-1812.00"
"590","2019-05-24"," 11:35:00","2019-05-24"," 14:45:00","","","","","","","16.23","14685.00"
"590.1","2019-05-24"," 11:35:00","2019-05-24"," 14:45:00","CE","30400","Buy","60","471.50","744.35","","16371.00"
"590.2","2019-05-24"," 11:35:00","2019-05-24"," 11:49:00","PE","31100","Buy","60","489.05","460.95","","-1686.00"
"591","2019-05-27"," 11:35:00","2019-05-27"," 12:57:00","","","","","","","16.18","-3465.00"
"591.1","2019-05-27"," 11:35:00","2019-05-27"," 12:57:00","CE","31100","Buy","60","475.95","448.60","","-1641.00"
"591.2","2019-05-27"," 11:35:00","2019-05-27"," 11:44:00","PE","31900","Buy","60","528.90","498.50","","-1824.00"
"592","2019-05-28"," 11:35:00","2019-05-28"," 14:45:00","","","","","","","16.13","3138.00"
"592.1","2019-05-28"," 11:35:00","2019-05-28"," 11:42:00","CE","31100","Buy","60","492.20","463.90","","-1698.00"
"592.2","2019-05-28"," 11:35:00","2019-05-28"," 14:45:00","PE","32000","Buy","60","525.40","606.00","","4836.00"
"593","2019-05-29"," 11:35:00","2019-05-29"," 12:15:00","","","","","","","16.05","-3519.00"
"593.1","2019-05-29"," 11:35:00","2019-05-29"," 12:15:00","CE","31000","Buy","60","484.60","456.75","","-1671.00"
"593.2","2019-05-29"," 11:35:00","2019-05-29"," 11:38:00","PE","32000","Buy","60","535.65","504.85","","-1848.00"
"594","2019-05-30"," 11:35:00","2019-05-30"," 14:45:00","","","","","","","15.74","3078.00"
"594.1","2019-05-30"," 11:35:00","2019-05-30"," 14:45:00","CE","30900","Buy","60","523.00","600.95","","4677.00"
"594.2","2019-05-30"," 11:35:00","2019-05-30"," 12:06:00","PE","31900","Buy","60","463.40","436.75","","-1599.00"
"595","2019-05-31"," 11:35:00","2019-05-31"," 14:45:00","","","","","","","15.48","13389.00"
"595.1","2019-05-31"," 11:35:00","2019-05-31"," 11:46:00","CE","31800","Buy","60","487.40","459.35","","-1683.00"
"595.2","2019-05-31"," 11:35:00","2019-05-31"," 14:45:00","PE","31600","Buy","60","491.50","742.70","","15072.00"
"596","2019-06-03"," 11:35:00","2019-06-03"," 13:18:00","","","","","","","16.08","-3423.00"
"596.1","2019-06-03"," 11:35:00","2019-06-03"," 13:18:00","CE","31500","Buy","60","508.60","479.35","","-1755.00"
"596.2","2019-06-03"," 11:35:00","2019-06-03"," 12:15:00","PE","31400","Buy","60","483.60","455.80","","-1668.00"
"597","2019-06-04"," 11:35:00","2019-06-04"," 14:45:00","","","","","","","15.75","-498.00"
"597.1","2019-06-04"," 11:35:00","2019-06-04"," 14:45:00","CE","31600","Buy","60","521.90","541.95","","1203.00"
"597.2","2019-06-04"," 11:35:00","2019-06-04"," 12:46:00","PE","31600","Buy","60","493.00","464.65","","-1701.00"
"598","2019-06-06"," 11:35:00","2019-06-06"," 14:45:00","","","","","","","15.59","16560.00"
"598.1","2019-06-06"," 11:35:00","2019-06-06"," 11:43:00","CE","31400","Buy","60","492.60","464.30","","-1698.00"
"598.2","2019-06-06"," 11:35:00","2019-06-06"," 14:45:00","PE","31600","Buy","60","521.70","826.00","","18258.00"
"599","2019-06-07"," 11:35:00","2019-06-07"," 13:45:00","","","","","","","15.29","-3339.00"
