"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"1","2017-01-02"," 11:35:00","2017-01-02"," 14:45:00","","","","","","","16.26","4380.00"
"1.1","2017-01-02"," 11:35:00","2017-01-02"," 14:45:00","CE","17700","Buy","60","497.95","600.40","","6147.00"
"1.2","2017-01-02"," 11:35:00","2017-01-02"," 12:00:00","PE","18200","Buy","60","511.90","482.45","","-1767.00"
"2","2017-01-03"," 11:35:00","2017-01-03"," 14:45:00","","","","","","","15.58","-159.00"
"2.1","2017-01-03"," 11:35:00","2017-01-03"," 13:17:00","CE","17800","Buy","60","532.85","502.20","","-1839.00"
"2.2","2017-01-03"," 11:35:00","2017-01-03"," 14:45:00","PE","18400","Buy","60","472.25","500.25","","1680.00"
"3","2017-01-04"," 11:35:00","2017-01-04"," 14:45:00","","","","","","","15.96","1086.00"
"3.1","2017-01-04"," 11:35:00","2017-01-04"," 14:02:00","CE","17800","Buy","60","460.10","433.65","","-1587.00"
"3.2","2017-01-04"," 11:35:00","2017-01-04"," 14:45:00","PE","18300","Buy","60","482.80","527.35","","2673.00"
"4","2017-01-05"," 11:35:00","2017-01-05"," 14:45:00","","","","","","","15.27","-1065.00"
"4.1","2017-01-05"," 11:35:00","2017-01-05"," 14:45:00","CE","17800","Buy","60","490.60","501.00","","624.00"
"4.2","2017-01-05"," 11:35:00","2017-01-05"," 11:53:00","PE","18400","Buy","60","489.95","461.80","","-1689.00"
"5","2017-01-06"," 11:35:00","2017-01-06"," 14:45:00","","","","","","","14.88","-2769.00"
"5.1","2017-01-06"," 11:35:00","2017-01-06"," 14:45:00","CE","18000","Buy","60","474.30","447.05","","-1635.00"
"5.2","2017-01-06"," 11:35:00","2017-01-06"," 14:45:00","PE","18700","Buy","60","516.25","497.35","","-1134.00"
"6","2017-01-09"," 11:35:00","2017-01-09"," 14:45:00","","","","","","","15.35","-726.00"
"6.1","2017-01-09"," 11:35:00","2017-01-09"," 14:45:00","CE","18000","Buy","60","481.55","479.80","","-105.00"
"6.2","2017-01-09"," 11:35:00","2017-01-09"," 14:45:00","PE","18700","Buy","60","480.25","469.90","","-621.00"
"7","2017-01-10"," 11:35:00","2017-01-10"," 14:45:00","","","","","","","15.18","-1203.00"
"7.1","2017-01-10"," 11:35:00","2017-01-10"," 14:45:00","CE","18000","Buy","60","489.50","499.40","","594.00"
"7.2","2017-01-10"," 11:35:00","2017-01-10"," 13:22:00","PE","18800","Buy","60","521.00","491.05","","-1797.00"
"8","2017-01-11"," 11:35:00","2017-01-11"," 14:45:00","","","","","","","14.83","2205.00"
"8.1","2017-01-11"," 11:35:00","2017-01-11"," 14:45:00","CE","18300","Buy","60","483.55","624.00","","8427.00"
"8.2","2017-01-11"," 11:35:00","2017-01-11"," 12:03:00","PE","19100","Buy","60","555.90","452.20","","-6222.00"
"9","2017-01-12"," 11:35:00","2017-01-12"," 14:45:00","","","","","","","14.69","-1641.00"
"9.1","2017-01-12"," 11:35:00","2017-01-12"," 14:29:00","CE","18500","Buy","60","476.05","448.70","","-1641.00"
"9.2","2017-01-12"," 11:35:00","2017-01-12"," 14:45:00","PE","19300","Buy","60","491.85","491.85","","0.00"
"10","2017-01-13"," 11:35:00","2017-01-13"," 14:45:00","","","","","","","14.31","441.00"
"10.1","2017-01-13"," 11:35:00","2017-01-13"," 14:45:00","CE","18500","Buy","60","470.65","478.00","","441.00"
"10.2","2017-01-13"," 11:35:00","2017-01-13"," 14:45:00","PE","19300","Buy","60","571.95","571.95","","0.00"
"11","2017-01-16"," 11:35:00","2017-01-16"," 14:45:00","","","","","","","15.02","2895.00"
"11.1","2017-01-16"," 11:35:00","2017-01-16"," 14:45:00","CE","18600","Buy","60","490.00","567.00","","4620.00"
"11.2","2017-01-16"," 11:35:00","2017-01-16"," 11:43:00","PE","19400","Buy","60","500.05","471.30","","-1725.00"
"12","2017-01-17"," 11:35:00","2017-01-17"," 14:45:00","","","","","","","15.41","-1851.00"
"12.1","2017-01-17"," 11:35:00","2017-01-17"," 12:10:00","CE","18600","Buy","60","536.15","505.30","","-1851.00"
"12.2","2017-01-17"," 11:35:00","2017-01-17"," 14:45:00","PE","19600","Buy","60","448.95","448.95","","0.00"
"13","2017-01-18"," 11:35:00","2017-01-18"," 14:45:00","","","","","","","15.15","2655.00"
"13.1","2017-01-18"," 11:35:00","2017-01-18"," 12:11:00","CE","18800","Buy","60","500.00","471.25","","-1725.00"
"13.2","2017-01-18"," 11:35:00","2017-01-18"," 14:45:00","PE","19700","Buy","60","468.00","541.00","","4380.00"
"14","2017-01-19"," 11:35:00","2017-01-19"," 14:45:00","","","","","","","15.25","2268.00"
"14.1","2017-01-19"," 11:35:00","2017-01-19"," 14:45:00","CE","18600","Buy","60","546.80","550.00","","192.00"
"14.2","2017-01-19"," 11:35:00","2017-01-19"," 14:45:00","PE","19600","Buy","60","443.40","478.00","","2076.00"
"15","2017-01-20"," 11:35:00","2017-01-20"," 14:45:00","","","","","","","15.10","9633.00"
"15.1","2017-01-20"," 11:35:00","2017-01-20"," 13:01:00","CE","18500","Buy","60","531.00","500.45","","-1833.00"
"15.2","2017-01-20"," 11:35:00","2017-01-20"," 14:45:00","PE","19500","Buy","60","473.90","665.00","","11466.00"
"16","2017-01-23"," 11:35:00","2017-01-23"," 14:45:00","","","","","","","15.97","5454.00"
"16.1","2017-01-23"," 11:35:00","2017-01-23"," 11:56:00","CE","18400","Buy","60","506.45","477.35","","-1746.00"
"16.2","2017-01-23"," 11:35:00","2017-01-23"," 14:45:00","PE","19400","Buy","60","490.00","610.00","","7200.00"
"17","2017-01-24"," 11:35:00","2017-01-24"," 13:57:00","","","","","","","15.66","-3381.00"
"17.1","2017-01-24"," 11:35:00","2017-01-24"," 12:55:00","CE","18500","Buy","60","490.00","461.80","","-1692.00"
"17.2","2017-01-24"," 11:35:00","2017-01-24"," 13:57:00","PE","19500","Buy","60","489.80","461.65","","-1689.00"
"18","2017-01-25"," 11:35:00","2017-01-25"," 14:45:00","","","","","","","14.71","8790.00"
"18.1","2017-01-25"," 11:35:00","2017-01-25"," 14:45:00","CE","18700","Buy","60","459.15","636.00","","10611.00"
"18.2","2017-01-25"," 11:35:00","2017-01-25"," 12:57:00","PE","19700","Buy","60","528.00","497.65","","-1821.00"
"19","2017-01-27"," 11:35:00","2017-01-27"," 14:45:00","","","","","","","15.78","-1482.00"
"19.1","2017-01-27"," 11:35:00","2017-01-27"," 14:45:00","CE","19600","Buy","60","504.00","509.05","","303.00"
"19.2","2017-01-27"," 11:35:00","2017-01-27"," 13:57:00","PE","20000","Buy","60","517.00","487.25","","-1785.00"
"20","2017-01-30"," 11:35:00","2017-01-30"," 14:45:00","","","","","","","16.41","846.00"
"20.1","2017-01-30"," 11:35:00","2017-01-30"," 12:21:00","CE","19600","Buy","60","489.40","461.25","","-1689.00"
"20.2","2017-01-30"," 11:35:00","2017-01-30"," 14:45:00","PE","19900","Buy","60","507.75","550.00","","2535.00"
"21","2017-01-31"," 11:35:00","2017-01-31"," 14:45:00","","","","","","","17.01","807.00"
"21.1","2017-01-31"," 11:35:00","2017-01-31"," 14:45:00","CE","19400","Buy","60","480.00","522.55","","2553.00"
"21.2","2017-01-31"," 11:35:00","2017-01-31"," 12:57:00","PE","19700","Buy","60","506.00","476.90","","-1746.00"
"22","2017-02-01"," 11:35:00","2017-02-01"," 12:58:00","","","","","","","16.90","-3432.00"
"22.1","2017-02-01"," 11:35:00","2017-02-01"," 11:39:00","CE","19500","Buy","60","504.80","475.75","","-1743.00"
"22.2","2017-02-01"," 11:35:00","2017-02-01"," 12:58:00","PE","19900","Buy","60","489.45","461.30","","-1689.00"
"23","2017-02-02"," 11:35:00","2017-02-02"," 14:45:00","","","","","","","13.81","5604.00"
"23.1","2017-02-02"," 11:35:00","2017-02-02"," 14:45:00","CE","19700","Buy","60","486.35","607.45","","7266.00"
"23.2","2017-02-02"," 11:35:00","2017-02-02"," 12:44:00","PE","20300","Buy","60","481.90","454.20","","-1662.00"
"24","2017-02-03"," 11:35:00","2017-02-03"," 14:45:00","","","","","","","13.42","-1221.00"
"24.1","2017-02-03"," 11:35:00","2017-02-03"," 14:45:00","CE","19900","Buy","60","469.55","476.95","","444.00"
"24.2","2017-02-03"," 11:35:00","2017-02-03"," 12:31:00","PE","20500","Buy","60","483.00","455.25","","-1665.00"
"25","2017-02-06"," 11:35:00","2017-02-06"," 14:45:00","","","","","","","13.44","3462.00"
"25.1","2017-02-06"," 11:35:00","2017-02-06"," 13:36:00","CE","20100","Buy","60","507.60","478.40","","-1752.00"
"25.2","2017-02-06"," 11:35:00","2017-02-06"," 14:45:00","PE","20800","Buy","60","454.00","540.90","","5214.00"
"26","2017-02-07"," 11:35:00","2017-02-07"," 14:44:00","","","","","","","13.62","-3603.00"
"26.1","2017-02-07"," 11:35:00","2017-02-07"," 14:44:00","CE","20000","Buy","60","525.00","494.80","","-1812.00"
"26.2","2017-02-07"," 11:35:00","2017-02-07"," 12:35:00","PE","20800","Buy","60","519.25","489.40","","-1791.00"
"27","2017-02-08"," 11:35:00","2017-02-08"," 14:45:00","","","","","","","13.43","4341.00"
"27.1","2017-02-08"," 11:35:00","2017-02-08"," 13:34:00","CE","20000","Buy","60","509.35","480.05","","-1758.00"
"27.2","2017-02-08"," 11:35:00","2017-02-08"," 14:45:00","PE","20800","Buy","60","534.45","636.10","","6099.00"
"28","2017-02-09"," 11:35:00","2017-02-09"," 14:45:00","","","","","","","13.71","1200.00"
"28.1","2017-02-09"," 11:35:00","2017-02-09"," 14:45:00","CE","19700","Buy","60","495.00","545.00","","3000.00"
"28.2","2017-02-09"," 11:35:00","2017-02-09"," 11:43:00","PE","20500","Buy","60","521.55","491.55","","-1800.00"
"29","2017-02-10"," 11:35:00","2017-02-10"," 14:45:00","","","","","","","13.28","795.00"
"29.1","2017-02-10"," 11:35:00","2017-02-10"," 13:29:00","CE","19900","Buy","60","520.65","490.70","","-1797.00"
"29.2","2017-02-10"," 11:35:00","2017-02-10"," 14:45:00","PE","20800","Buy","60","524.55","567.75","","2592.00"
"30","2017-02-13"," 11:35:00","2017-02-13"," 14:06:00","","","","","","","13.40","-3435.00"
"30.1","2017-02-13"," 11:35:00","2017-02-13"," 12:18:00","CE","19800","Buy","60","515.00","485.40","","-1776.00"
"30.2","2017-02-13"," 11:35:00","2017-02-13"," 14:06:00","PE","20700","Buy","60","480.65","453.00","","-1659.00"
"31","2017-02-14"," 11:35:00","2017-02-14"," 14:45:00","","","","","","","13.75","-1356.00"
"31.1","2017-02-14"," 11:35:00","2017-02-14"," 12:25:00","CE","19800","Buy","60","518.50","488.70","","-1788.00"
"31.2","2017-02-14"," 11:35:00","2017-02-14"," 14:45:00","PE","20800","Buy","60","527.85","535.05","","432.00"
"32","2017-02-15"," 11:35:00","2017-02-15"," 14:45:00","","","","","","","14.26","6180.00"
"32.1","2017-02-15"," 11:35:00","2017-02-15"," 11:40:00","CE","19800","Buy","60","470.00","443.00","","-1620.00"
"32.2","2017-02-15"," 11:35:00","2017-02-15"," 14:45:00","PE","20900","Buy","60","555.00","685.00","","7800.00"
"33","2017-02-16"," 11:35:00","2017-02-16"," 14:45:00","","","","","","","13.85","1140.00"
"33.1","2017-02-16"," 11:35:00","2017-02-16"," 14:45:00","CE","19800","Buy","60","470.00","520.00","","3000.00"
"33.2","2017-02-16"," 11:35:00","2017-02-16"," 14:00:00","PE","20700","Buy","60","539.45","508.45","","-1860.00"
"34","2017-02-17"," 11:35:00","2017-02-17"," 14:45:00","","","","","","","13.39","3819.00"
"34.1","2017-02-17"," 11:35:00","2017-02-17"," 13:13:00","CE","20100","Buy","60","536.00","505.20","","-1848.00"
"34.2","2017-02-17"," 11:35:00","2017-02-17"," 14:45:00","PE","21100","Buy","60","545.55","640.00","","5667.00"
"35","2017-02-20"," 11:35:00","2017-02-20"," 14:45:00","","","","","","","13.65","-3.00"
"35.1","2017-02-20"," 11:35:00","2017-02-20"," 14:45:00","CE","20100","Buy","60","487.00","519.05","","1923.00"
"35.2","2017-02-20"," 11:35:00","2017-02-20"," 13:00:00","PE","21100","Buy","60","558.65","526.55","","-1926.00"
"36","2017-02-21"," 11:35:00","2017-02-21"," 14:45:00","","","","","","","13.84","5454.00"
"36.1","2017-02-21"," 11:35:00","2017-02-21"," 14:45:00","CE","20100","Buy","60","540.00","656.70","","7002.00"
"36.2","2017-02-21"," 11:35:00","2017-02-21"," 14:34:00","PE","21100","Buy","60","448.60","422.80","","-1548.00"
"37","2017-02-22"," 11:35:00","2017-02-22"," 12:50:00","","","","","","","13.59","-2520.00"
"37.1","2017-02-22"," 11:35:00","2017-02-22"," 12:50:00","CE","20400","Buy","60","500.25","471.50","","-1725.00"
"37.2","2017-02-22"," 11:35:00","2017-02-22"," 11:46:00","PE","21100","Buy","60","230.50","217.25","","-795.00"
"38","2017-02-23"," 11:35:00","2017-02-23"," 12:38:00","","","","","","","13.39","-2400.00"
"38.1","2017-02-23"," 11:35:00","2017-02-23"," 12:24:00","CE","20400","Buy","60","502.70","473.80","","-1734.00"
"38.2","2017-02-23"," 11:35:00","2017-02-23"," 12:38:00","PE","21100","Buy","60","193.00","181.90","","-666.00"
"39","2017-02-27"," 11:35:00","2017-02-27"," 14:45:00","","","","","","","13.75","57.00"
"39.1","2017-02-27"," 11:35:00","2017-02-27"," 14:39:00","CE","20600","Buy","60","470.75","443.70","","-1623.00"
"39.2","2017-02-27"," 11:35:00","2017-02-27"," 14:45:00","PE","21000","Buy","60","522.00","550.00","","1680.00"
"40","2017-02-28"," 11:35:00","2017-02-28"," 14:45:00","","","","","","","13.74","-255.00"
"40.1","2017-02-28"," 11:35:00","2017-02-28"," 14:45:00","CE","20500","Buy","60","476.75","479.80","","183.00"
"40.2","2017-02-28"," 11:35:00","2017-02-28"," 14:45:00","PE","20900","Buy","60","490.45","483.15","","-438.00"
"41","2017-03-01"," 11:35:00","2017-03-01"," 14:45:00","","","","","","","13.71","-585.00"
"41.1","2017-03-01"," 11:35:00","2017-03-01"," 14:45:00","CE","20600","Buy","60","520.35","525.55","","312.00"
"41.2","2017-03-01"," 11:35:00","2017-03-01"," 14:45:00","PE","21100","Buy","60","502.60","487.65","","-897.00"
"42","2017-03-02"," 11:35:00","2017-03-02"," 14:45:00","","","","","","","13.21","4743.00"
"42.1","2017-03-02"," 11:35:00","2017-03-02"," 11:56:00","CE","20700","Buy","60","497.80","469.20","","-1716.00"
"42.2","2017-03-02"," 11:35:00","2017-03-02"," 14:45:00","PE","21200","Buy","60","501.80","609.45","","6459.00"
"43","2017-03-03"," 11:35:00","2017-03-03"," 14:45:00","","","","","","","13.48","-2184.00"
"43.1","2017-03-03"," 11:35:00","2017-03-03"," 14:45:00","CE","20300","Buy","60","492.05","481.00","","-663.00"
"43.2","2017-03-03"," 11:35:00","2017-03-03"," 14:45:00","PE","20800","Buy","60","492.65","467.30","","-1521.00"
"44","2017-03-06"," 11:35:00","2017-03-06"," 14:45:00","","","","","","","13.56","-81.00"
"44.1","2017-03-06"," 11:35:00","2017-03-06"," 13:05:00","CE","20500","Buy","60","485.10","457.20","","-1674.00"
"44.2","2017-03-06"," 11:35:00","2017-03-06"," 14:45:00","PE","21000","Buy","60","496.95","523.50","","1593.00"
"45","2017-03-07"," 11:35:00","2017-03-07"," 14:45:00","","","","","","","13.93","-1161.00"
"45.1","2017-03-07"," 11:35:00","2017-03-07"," 13:41:00","CE","20500","Buy","60","475.80","448.45","","-1641.00"
"45.2","2017-03-07"," 11:35:00","2017-03-07"," 14:45:00","PE","21000","Buy","60","508.00","516.00","","480.00"
"46","2017-03-08"," 11:35:00","2017-03-08"," 14:45:00","","","","","","","14.13","1164.00"
"46.1","2017-03-08"," 11:35:00","2017-03-08"," 14:45:00","CE","20400","Buy","60","500.90","549.00","","2886.00"
"46.2","2017-03-08"," 11:35:00","2017-03-08"," 13:18:00","PE","20900","Buy","60","499.00","470.30","","-1722.00"
"47","2017-03-09"," 11:35:00","2017-03-09"," 13:51:00","","","","","","","14.72","-3489.00"
"47.1","2017-03-09"," 11:35:00","2017-03-09"," 13:51:00","CE","20500","Buy","60","511.95","482.50","","-1767.00"
"47.2","2017-03-09"," 11:35:00","2017-03-09"," 11:38:00","PE","21000","Buy","60","499.05","470.35","","-1722.00"
"48","2017-03-10"," 11:35:00","2017-03-10"," 14:45:00","","","","","","","13.76","1032.00"
"48.1","2017-03-10"," 11:35:00","2017-03-10"," 14:05:00","CE","20500","Buy","60","519.30","489.45","","-1791.00"
"48.2","2017-03-10"," 11:35:00","2017-03-10"," 14:45:00","PE","21100","Buy","60","496.95","544.00","","2823.00"
"49","2017-03-14"," 11:35:00","2017-03-14"," 14:45:00","","","","","","","12.42","-324.00"
"49.1","2017-03-14"," 11:35:00","2017-03-14"," 14:29:00","CE","20800","Buy","60","513.10","483.60","","-1770.00"
"49.2","2017-03-14"," 11:35:00","2017-03-14"," 14:45:00","PE","21500","Buy","60","446.95","471.05","","1446.00"
"50","2017-03-15"," 11:35:00","2017-03-15"," 14:45:00","","","","","","","12.43","-2691.00"
"50.1","2017-03-15"," 11:35:00","2017-03-15"," 14:45:00","CE","20900","Buy","60","472.75","463.40","","-561.00"
"50.2","2017-03-15"," 11:35:00","2017-03-15"," 14:11:00","PE","21700","Buy","60","617.40","581.90","","-2130.00"
"51","2017-03-16"," 11:35:00","2017-03-16"," 14:45:00","","","","","","","12.06","672.00"
"51.1","2017-03-16"," 11:35:00","2017-03-16"," 14:45:00","CE","20900","Buy","60","470.05","481.25","","672.00"
"51.2","2017-03-16"," 11:35:00","2017-03-16"," 14:45:00","PE","21700","Buy","60","462.70","462.70","","0.00"
"52","2017-03-17"," 11:35:00","2017-03-17"," 14:45:00","","","","","","","11.98","897.00"
"52.1","2017-03-17"," 11:35:00","2017-03-17"," 14:45:00","CE","20800","Buy","60","485.00","499.95","","897.00"
"52.2","2017-03-17"," 11:35:00","2017-03-17"," 14:45:00","PE","21700","Buy","60","500.00","500.00","","0.00"
"53","2017-03-20"," 11:35:00","2017-03-20"," 14:45:00","","","","","","","12.22","-870.00"
"53.1","2017-03-20"," 11:35:00","2017-03-20"," 14:45:00","CE","20700","Buy","60","531.10","520.25","","-651.00"
"53.2","2017-03-20"," 11:35:00","2017-03-20"," 14:45:00","PE","21500","Buy","60","384.90","381.25","","-219.00"
"54","2017-03-21"," 11:35:00","2017-03-21"," 14:45:00","","","","","","","11.91","585.00"
"54.1","2017-03-21"," 11:35:00","2017-03-21"," 14:45:00","CE","20600","Buy","60","526.90","536.65","","585.00"
"54.2","2017-03-21"," 11:35:00","2017-03-21"," 14:45:00","PE","21600","Buy","60","454.50","454.50","","0.00"
"55","2017-03-22"," 11:35:00","2017-03-22"," 14:34:00","","","","","","","12.22","-3336.00"
"55.1","2017-03-22"," 11:35:00","2017-03-22"," 14:34:00","CE","20500","Buy","60","472.30","445.15","","-1629.00"
"55.2","2017-03-22"," 11:35:00","2017-03-22"," 12:53:00","PE","21400","Buy","60","495.00","466.55","","-1707.00"
"56","2017-03-23"," 11:35:00","2017-03-23"," 14:45:00","","","","","","","12.13","1557.00"
"56.1","2017-03-23"," 11:35:00","2017-03-23"," 14:45:00","CE","20400","Buy","60","460.00","515.95","","3357.00"
"56.2","2017-03-23"," 11:35:00","2017-03-23"," 14:38:00","PE","21400","Buy","60","522.15","492.15","","-1800.00"
"57","2017-03-24"," 11:35:00","2017-03-24"," 14:45:00","","","","","","","11.79","-372.00"
"57.1","2017-03-24"," 11:35:00","2017-03-24"," 14:45:00","CE","20700","Buy","60","465.40","485.00","","1176.00"
"57.2","2017-03-24"," 11:35:00","2017-03-24"," 13:46:00","PE","21600","Buy","60","449.10","423.30","","-1548.00"
"58","2017-03-27"," 11:35:00","2017-03-27"," 14:45:00","","","","","","","12.46","-1707.00"
"58.1","2017-03-27"," 11:35:00","2017-03-27"," 11:51:00","CE","20600","Buy","60","494.40","465.95","","-1707.00"
"58.2","2017-03-27"," 11:35:00","2017-03-27"," 14:45:00","PE","21600","Buy","60","502.00","502.00","","0.00"
"59","2017-03-28"," 11:35:00","2017-03-28"," 14:45:00","","","","","","","12.09","-1029.00"
"59.1","2017-03-28"," 11:35:00","2017-03-28"," 14:45:00","CE","20700","Buy","60","521.35","532.10","","645.00"
"59.2","2017-03-28"," 11:35:00","2017-03-28"," 12:34:00","PE","21700","Buy","60","485.20","457.30","","-1674.00"
"60","2017-03-29"," 11:35:00","2017-03-29"," 14:45:00","","","","","","","12.05","-51.00"
"60.1","2017-03-29"," 11:35:00","2017-03-29"," 14:45:00","CE","20900","Buy","60","476.75","483.35","","396.00"
"60.2","2017-03-29"," 11:35:00","2017-03-29"," 14:45:00","PE","22000","Buy","60","607.60","600.15","","-447.00"
"61","2017-03-30"," 11:35:00","2017-03-30"," 14:45:00","","","","","","","11.86","981.00"
"61.1","2017-03-30"," 11:35:00","2017-03-30"," 14:45:00","CE","21000","Buy","60","470.00","491.35","","1281.00"
"61.2","2017-03-30"," 11:35:00","2017-03-30"," 14:45:00","PE","22000","Buy","60","505.00","500.00","","-300.00"
"62","2017-03-31"," 11:35:00","2017-03-31"," 14:45:00","","","","","","","12.23","-225.00"
"62.1","2017-03-31"," 11:35:00","2017-03-31"," 14:45:00","CE","21300","Buy","60","471.05","474.80","","225.00"
"62.2","2017-03-31"," 11:35:00","2017-03-31"," 14:45:00","PE","21800","Buy","60","492.25","484.75","","-450.00"
"63","2017-04-03"," 11:35:00","2017-04-03"," 14:45:00","","","","","","","12.19","864.00"
"63.1","2017-04-03"," 11:35:00","2017-04-03"," 14:45:00","CE","21200","Buy","60","505.00","548.45","","2607.00"
"63.2","2017-04-03"," 11:35:00","2017-04-03"," 13:38:00","PE","21800","Buy","60","505.05","476.00","","-1743.00"
"64","2017-04-05"," 11:35:00","2017-04-05"," 14:45:00","","","","","","","11.57","363.00"
"64.1","2017-04-05"," 11:35:00","2017-04-05"," 14:45:00","CE","21300","Buy","60","530.00","544.00","","840.00"
"64.2","2017-04-05"," 11:35:00","2017-04-05"," 14:45:00","PE","22000","Buy","60","472.95","465.00","","-477.00"
"65","2017-04-06"," 11:35:00","2017-04-06"," 14:31:00","","","","","","","11.70","-3420.00"
"65.1","2017-04-06"," 11:35:00","2017-04-06"," 14:27:00","CE","21300","Buy","60","475.55","448.20","","-1641.00"
"65.2","2017-04-06"," 11:35:00","2017-04-06"," 14:31:00","PE","22000","Buy","60","516.00","486.35","","-1779.00"
"66","2017-04-07"," 11:35:00","2017-04-07"," 14:44:00","","","","","","","11.54","-3531.00"
"66.1","2017-04-07"," 11:35:00","2017-04-07"," 14:44:00","CE","21200","Buy","60","502.00","473.15","","-1731.00"
"66.2","2017-04-07"," 11:35:00","2017-04-07"," 14:03:00","PE","22000","Buy","60","522.00","492.00","","-1800.00"
"67","2017-04-10"," 11:35:00","2017-04-10"," 14:45:00","","","","","","","11.76","2367.00"
"67.1","2017-04-10"," 11:35:00","2017-04-10"," 14:45:00","CE","21100","Buy","60","490.00","560.30","","4218.00"
"67.2","2017-04-10"," 11:35:00","2017-04-10"," 12:30:00","PE","21900","Buy","60","536.95","506.10","","-1851.00"
"68","2017-04-11"," 11:35:00","2017-04-11"," 14:45:00","","","","","","","11.63","3570.00"
"68.1","2017-04-11"," 11:35:00","2017-04-11"," 14:45:00","CE","21300","Buy","60","465.30","549.80","","5070.00"
"68.2","2017-04-11"," 11:35:00","2017-04-11"," 13:04:00","PE","22000","Buy","60","434.85","409.85","","-1500.00"
"69","2017-04-12"," 11:35:00","2017-04-12"," 14:45:00","","","","","","","11.83","561.00"
"69.1","2017-04-12"," 11:35:00","2017-04-12"," 14:45:00","CE","21300","Buy","60","467.30","502.50","","2112.00"
"69.2","2017-04-12"," 11:35:00","2017-04-12"," 12:02:00","PE","22000","Buy","60","449.45","423.60","","-1551.00"
"70","2017-04-13"," 11:35:00","2017-04-13"," 14:45:00","","","","","","","11.39","-153.00"
"70.1","2017-04-13"," 11:35:00","2017-04-13"," 12:20:00","CE","21400","Buy","60","475.45","448.10","","-1641.00"
"70.2","2017-04-13"," 11:35:00","2017-04-13"," 14:45:00","PE","22200","Buy","60","490.20","515.00","","1488.00"
"71","2017-04-17"," 11:35:00","2017-04-17"," 14:45:00","","","","","","","12.06","-1647.00"
"71.1","2017-04-17"," 11:35:00","2017-04-17"," 14:31:00","CE","21300","Buy","60","477.15","449.70","","-1647.00"
"71.2","2017-04-17"," 11:35:00","2017-04-17"," 14:45:00","PE","22100","Buy","60","463.95","463.95","","0.00"
"72","2017-04-18"," 11:35:00","2017-04-18"," 14:45:00","","","","","","","11.70","-1797.00"
"72.1","2017-04-18"," 11:35:00","2017-04-18"," 12:51:00","CE","21500","Buy","60","520.50","490.55","","-1797.00"
"72.2","2017-04-18"," 11:35:00","2017-04-18"," 14:45:00","PE","22400","Buy","60","468.40","468.40","","0.00"
"73","2017-04-19"," 11:35:00","2017-04-19"," 14:45:00","","","","","","","12.46","-2130.00"
"73.1","2017-04-19"," 11:35:00","2017-04-19"," 14:43:00","CE","21200","Buy","60","466.40","439.60","","-1608.00"
"73.2","2017-04-19"," 11:35:00","2017-04-19"," 14:45:00","PE","22100","Buy","60","515.00","506.30","","-522.00"
"74","2017-04-20"," 11:35:00","2017-04-20"," 14:45:00","","","","","","","11.82","-2121.00"
"74.1","2017-04-20"," 11:35:00","2017-04-20"," 12:45:00","CE","21100","Buy","60","508.90","479.65","","-1755.00"
"74.2","2017-04-20"," 11:35:00","2017-04-20"," 14:45:00","PE","22100","Buy","60","537.40","531.30","","-366.00"
"75","2017-04-21"," 11:35:00","2017-04-21"," 14:45:00","","","","","","","11.25","-1626.00"
"75.1","2017-04-21"," 11:35:00","2017-04-21"," 12:50:00","CE","21100","Buy","60","471.00","443.90","","-1626.00"
"75.2","2017-04-21"," 11:35:00","2017-04-21"," 14:45:00","PE","22100","Buy","60","544.35","544.35","","0.00"
"76","2017-04-24"," 11:35:00","2017-04-24"," 14:45:00","","","","","","","11.46","5904.00"
"76.1","2017-04-24"," 11:35:00","2017-04-24"," 14:45:00","CE","21200","Buy","60","485.65","611.90","","7575.00"
"76.2","2017-04-24"," 11:35:00","2017-04-24"," 12:59:00","PE","22200","Buy","60","484.40","456.55","","-1671.00"
"77","2017-04-25"," 11:35:00","2017-04-25"," 13:28:00","","","","","","","11.38","-3417.00"
"77.1","2017-04-25"," 11:35:00","2017-04-25"," 13:28:00","CE","21400","Buy","60","520.00","490.10","","-1794.00"
"77.2","2017-04-25"," 11:35:00","2017-04-25"," 13:09:00","PE","22400","Buy","60","470.80","443.75","","-1623.00"
"78","2017-04-26"," 11:35:00","2017-04-26"," 14:45:00","","","","","","","11.35","-1788.00"
"78.1","2017-04-26"," 11:35:00","2017-04-26"," 14:16:00","CE","21700","Buy","60","487.85","459.80","","-1683.00"
"78.2","2017-04-26"," 11:35:00","2017-04-26"," 14:45:00","PE","22700","Buy","60","566.65","564.90","","-105.00"
"79","2017-04-27"," 11:35:00","2017-04-27"," 14:45:00","","","","","","","11.40","5970.00"
"79.1","2017-04-27"," 11:35:00","2017-04-27"," 11:45:00","CE","21800","Buy","60","486.40","458.45","","-1677.00"
"79.2","2017-04-27"," 11:35:00","2017-04-27"," 14:45:00","PE","22800","Buy","60","409.05","536.50","","7647.00"
"80","2017-04-28"," 11:35:00","2017-04-28"," 14:45:00","","","","","","","10.75","519.00"
"80.1","2017-04-28"," 11:35:00","2017-04-28"," 14:45:00","CE","21900","Buy","60","527.00","563.75","","2205.00"
"80.2","2017-04-28"," 11:35:00","2017-04-28"," 13:32:00","PE","22600","Buy","60","488.30","460.20","","-1686.00"
